# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "ref/GCF_000750555.1_ASM75055v1_genomic.gff" "-o" "counts/gene_counts.txt" "bam/SRR13970433.sorted.bam" "bam/SRR13970434.sorted.bam" "bam/SRR13970441.sorted.bam" "bam/SRR13970442.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR13970433.sorted.bam	bam/SRR13970434.sorted.bam	bam/SRR13970441.sorted.bam	bam/SRR13970442.sorted.bam
BW25113_RS19060	NZ_CP009273.1	3843496	3844086	-	591	10	14	5	7
BW25113_RS19065	NZ_CP009273.1	3844162	3844452	-	291	6	9	8	2
BW25113_RS19070	NZ_CP009273.1	3844456	3846144	-	1689	54	46	61	54
BW25113_RS19075	NZ_CP009273.1	3846250	3846348	-	99	7	4	13	20
BW25113_RS19090	NZ_CP009273.1	3846913	3847002	+	90	8	7	4	4
BW25113_RS26250	NZ_CP009273.1	3847126	3847200	-	75	2	1	1	1
BW25113_RS19095	NZ_CP009273.1	3847282	3848466	+	1185	46	32	31	32
BW25113_RS19100	NZ_CP009273.1	3848474	3848971	-	498	6	16	9	10
BW25113_RS19105	NZ_CP009273.1	3848968	3849330	-	363	4	6	4	5
BW25113_RS19110	NZ_CP009273.1	3849320	3849667	-	348	2	7	3	6
BW25113_RS19115	NZ_CP009273.1	3849775	3850224	+	450	3	3	0	3
BW25113_RS19120	NZ_CP009273.1	3850271	3851764	-	1494	20	16	14	20
BW25113_RS19125	NZ_CP009273.1	3851761	3853476	-	1716	26	20	16	18
BW25113_RS19130	NZ_CP009273.1	3853643	3854536	+	894	15	12	8	10
BW25113_RS19150	NZ_CP009273.1	3857259	3857975	+	717	6	11	5	8
BW25113_RS19155	NZ_CP009273.1	3857972	3859633	-	1662	42	38	46	44
BW25113_RS19160	NZ_CP009273.1	3859829	3860257	-	429	16	13	10	19
BW25113_RS19165	NZ_CP009273.1	3860369	3860782	-	414	36	30	35	40
BW25113_RS19170	NZ_CP009273.1	3861088	3861420	+	333	37	29	22	19
BW25113_RS19175	NZ_CP009273.1	3861422	3862636	-	1215	40	40	17	25
BW25113_RS19180	NZ_CP009273.1	3862737	3863801	+	1065	7	14	7	11
BW25113_RS19185	NZ_CP009273.1	3863798	3865135	-	1338	15	15	16	12
BW25113_RS19190	NZ_CP009273.1	3865210	3866358	-	1149	15	13	11	10
BW25113_RS19195	NZ_CP009273.1	3866355	3866972	-	618	9	6	6	6
BW25113_RS19200	NZ_CP009273.1	3866956	3867834	-	879	10	7	3	8
BW25113_RS19205	NZ_CP009273.1	3867831	3868520	-	690	13	20	9	6
BW25113_RS19210	NZ_CP009273.1	3868798	3869454	+	657	4	4	6	6
BW25113_RS19215	NZ_CP009273.1	3869500	3870312	-	813	20	13	21	13
BW25113_RS19220	NZ_CP009273.1	3870427	3870825	-	399	8	7	9	12
BW25113_RS19230	NZ_CP009273.1	3871065	3873479	-	2415	371	337	332	344
BW25113_RS19235	NZ_CP009273.1	3873508	3874581	-	1074	87	120	100	99
BW25113_RS19240	NZ_CP009273.1	3874581	3875681	-	1101	181	157	136	141
BW25113_RS19245	NZ_CP009273.1	3875686	3877089	-	1404	248	239	197	225
BW25113_RS25780	NZ_CP009273.1	3877386	3877466	+	81	0	2	3	3
BW25113_RS19250	NZ_CP009273.1	3877696	3877836	+	141	58	53	56	42
BW25113_RS19255	NZ_CP009273.1	3877853	3878212	+	360	82	87	72	76
BW25113_RS19260	NZ_CP009273.1	3878176	3878433	+	258	44	43	39	49
BW25113_RS19265	NZ_CP009273.1	3878436	3880082	+	1647	253	280	248	230
BW25113_RS19270	NZ_CP009273.1	3880188	3881552	+	1365	25	32	23	32
BW25113_RS19275	NZ_CP009273.1	3881795	3881869	+	75	116	136	58	42
BW25113_RS19280	NZ_CP009273.1	3882090	3883505	+	1416	5250	5060	1632	1545
BW25113_RS19285	NZ_CP009273.1	3883596	3884843	+	1248	518	485	129	115
BW25113_RS19290	NZ_CP009273.1	3884975	3886150	+	1176	18	16	16	8
BW25113_RS19295	NZ_CP009273.1	3886125	3887084	+	960	21	16	9	13
BW25113_RS19300	NZ_CP009273.1	3887241	3887990	+	750	102	95	57	63
BW25113_RS19305	NZ_CP009273.1	3888012	3888578	+	567	79	90	51	57
BW25113_RS19310	NZ_CP009273.1	3888632	3889969	-	1338	70	71	48	33
BW25113_RS19315	NZ_CP009273.1	3890134	3890799	+	666	13	16	10	15
BW25113_RS19320	NZ_CP009273.1	3890866	3891333	+	468	11	5	7	3
BW25113_RS19325	NZ_CP009273.1	3891382	3891969	+	588	5	9	9	10
BW25113_RS19330	NZ_CP009273.1	3892031	3892753	-	723	6	11	4	7
BW25113_RS19335	NZ_CP009273.1	3892768	3893937	-	1170	11	10	9	12
BW25113_RS19340	NZ_CP009273.1	3893964	3895580	-	1617	8	14	14	12
BW25113_RS19345	NZ_CP009273.1	3895649	3897061	-	1413	11	21	12	9
BW25113_RS19350	NZ_CP009273.1	3897080	3898957	-	1878	51	35	24	34
BW25113_RS19355	NZ_CP009273.1	3899091	3899927	-	837	9	6	12	10
BW25113_RS19360	NZ_CP009273.1	3900213	3900938	-	726	15	13	10	14
BW25113_RS19365	NZ_CP009273.1	3900953	3901726	-	774	13	15	12	16
BW25113_RS19370	NZ_CP009273.1	3901909	3902799	-	891	17	18	14	9
BW25113_RS19375	NZ_CP009273.1	3902799	3903758	-	960	22	17	10	10
BW25113_RS19380	NZ_CP009273.1	3903845	3904885	-	1041	24	34	27	30
BW25113_RS19385	NZ_CP009273.1	3905199	3907028	-	1830	160	148	134	155
BW25113_RS19390	NZ_CP009273.1	3907190	3908560	-	1371	81	79	77	71
BW25113_RS19395	NZ_CP009273.1	3908913	3909332	-	420	173	156	237	216
BW25113_RS19400	NZ_CP009273.1	3909353	3910735	-	1383	538	549	674	713
BW25113_RS19405	NZ_CP009273.1	3910762	3911625	-	864	353	364	485	432
BW25113_RS19410	NZ_CP009273.1	3911676	3913217	-	1542	798	819	972	936
BW25113_RS19415	NZ_CP009273.1	3913230	3913763	-	534	249	244	238	254
BW25113_RS19420	NZ_CP009273.1	3913778	3914248	-	471	377	382	393	349
BW25113_RS19425	NZ_CP009273.1	3914310	3914549	-	240	184	178	193	157
BW25113_RS19430	NZ_CP009273.1	3914596	3915411	-	816	354	346	313	329
BW25113_RS19435	NZ_CP009273.1	3915420	3915800	-	381	70	67	51	64
BW25113_RS19440	NZ_CP009273.1	3916417	3917040	-	624	25	16	16	13
BW25113_RS19445	NZ_CP009273.1	3917104	3918993	-	1890	201	177	154	173
BW25113_RS19450	NZ_CP009273.1	3919372	3919815	-	444	88	88	65	70
BW25113_RS19455	NZ_CP009273.1	3919905	3920363	-	459	18	15	5	12
BW25113_RS19460	NZ_CP009273.1	3920515	3921507	+	993	138	115	65	61
BW25113_RS19465	NZ_CP009273.1	3921512	3922963	-	1452	38	46	28	25
BW25113_RS19470	NZ_CP009273.1	3922957	3924453	-	1497	49	33	20	19
BW25113_RS19475	NZ_CP009273.1	3924676	3926544	+	1869	35	41	28	37
BW25113_RS19480	NZ_CP009273.1	3926711	3927130	+	420	44	48	30	24
BW25113_RS19485	NZ_CP009273.1	3927138	3928643	+	1506	106	93	41	41
BW25113_RS19490	NZ_CP009273.1	3928648	3929613	+	966	105	90	51	46
BW25113_RS19495	NZ_CP009273.1	3929638	3930528	+	891	334	317	182	162
BW25113_RS19500	NZ_CP009273.1	3930654	3931583	+	930	119	116	60	52
BW25113_RS19505	NZ_CP009273.1	3931587	3932579	+	993	32	47	23	24
BW25113_RS19510	NZ_CP009273.1	3932545	3933972	-	1428	52	48	32	33
BW25113_RS19515	NZ_CP009273.1	3933995	3934687	-	693	54	54	43	45
BW25113_RS19520	NZ_CP009273.1	3935168	3936709	+	1542	12275	11983	8577	8686
BW25113_RS19525	NZ_CP009273.1	3936795	3936870	+	76	0	0	1	1
BW25113_RS19530	NZ_CP009273.1	3937064	3939967	+	2904	66640	65989	59511	58843
BW25113_RS19535	NZ_CP009273.1	3940062	3940177	+	116	22	22	10	19
BW25113_RS19540	NZ_CP009273.1	3940232	3940308	+	77	3	3	0	2
BW25113_RS19545	NZ_CP009273.1	3940317	3940392	+	76	3	5	2	3
BW25113_RS19550	NZ_CP009273.1	3940488	3941327	-	840	18	28	24	24
BW25113_RS19555	NZ_CP009273.1	3941446	3941784	+	339	20	30	21	24
BW25113_RS19560	NZ_CP009273.1	3941809	3943329	-	1521	25	22	22	12
BW25113_RS19565	NZ_CP009273.1	3943682	3943780	+	99	4	3	1	2
BW25113_RS25785	NZ_CP009273.1	3943867	3943917	+	51	2	5	6	4
BW25113_RS19575	NZ_CP009273.1	3945561	3945824	+	264	3	3	10	6
BW25113_RS19580	NZ_CP009273.1	3945844	3946773	+	930	25	19	23	32
BW25113_RS19585	NZ_CP009273.1	3946838	3948688	+	1851	39	41	42	37
BW25113_RS19590	NZ_CP009273.1	3948691	3950235	+	1545	31	38	27	13
BW25113_RS19595	NZ_CP009273.1	3950287	3951180	-	894	18	24	20	21
BW25113_RS19600	NZ_CP009273.1	3951330	3952805	+	1476	26	13	17	22
BW25113_RS19605	NZ_CP009273.1	3952892	3953173	-	282	13	8	6	10
BW25113_RS19615	NZ_CP009273.1	3954037	3956058	+	2022	37	41	48	35
BW25113_RS19620	NZ_CP009273.1	3956105	3957589	-	1485	134	126	89	83
BW25113_RS19625	NZ_CP009273.1	3957725	3958990	-	1266	208	184	152	140
BW25113_RS19630	NZ_CP009273.1	3959121	3959450	+	330	56	75	56	72
BW25113_RS19635	NZ_CP009273.1	3959591	3959692	+	102	67	72	67	47
BW25113_RS19640	NZ_CP009273.1	3959777	3961036	+	1260	340	308	295	262
BW25113_RS19650	NZ_CP009273.1	3961276	3962379	+	1104	69	90	62	57
BW25113_RS19655	NZ_CP009273.1	3962391	3963437	+	1047	83	83	68	56
BW25113_RS19660	NZ_CP009273.1	3963493	3964623	+	1131	109	98	78	76
BW25113_RS19665	NZ_CP009273.1	3964620	3965882	+	1263	100	133	86	74
BW25113_RS19670	NZ_CP009273.1	3965882	3966949	+	1068	85	96	71	94
BW25113_RS19675	NZ_CP009273.1	3966968	3967849	+	882	66	64	55	46
BW25113_RS19680	NZ_CP009273.1	3967827	3968501	+	675	59	44	45	42
BW25113_RS19685	NZ_CP009273.1	3968506	3969636	+	1131	61	48	51	58
BW25113_RS19690	NZ_CP009273.1	3969638	3970888	+	1251	45	48	51	45
BW25113_RS19695	NZ_CP009273.1	3970885	3971964	+	1080	44	29	35	46
BW25113_RS19700	NZ_CP009273.1	3971961	3973313	+	1353	25	30	30	32
BW25113_RS19705	NZ_CP009273.1	3973316	3974056	+	741	16	15	23	20
BW25113_RS19710	NZ_CP009273.1	3974247	3975632	+	1386	36	28	32	33
BW25113_RS19715	NZ_CP009273.1	3975735	3975811	+	77	9	11	8	8
BW25113_RS19720	NZ_CP009273.1	3975870	3975945	+	76	9	6	3	3
BW25113_RS19725	NZ_CP009273.1	3975966	3976052	+	87	4	6	1	1
BW25113_RS19730	NZ_CP009273.1	3976095	3976171	+	77	0	1	1	2
BW25113_RS19735	NZ_CP009273.1	3976318	3977553	+	1236	23	18	12	10
BW25113_RS19740	NZ_CP009273.1	3977712	3979367	-	1656	10	19	13	10
BW25113_RS19745	NZ_CP009273.1	3980046	3981242	-	1197	141	134	86	75
BW25113_RS19750	NZ_CP009273.1	3981245	3982426	-	1182	88	119	65	68
BW25113_RS19755	NZ_CP009273.1	3982448	3983188	-	741	57	48	42	32
BW25113_RS19760	NZ_CP009273.1	3983185	3984126	-	942	63	50	63	68
BW25113_RS19765	NZ_CP009273.1	3984513	3987059	+	2547	158	137	121	127
BW25113_RS19770	NZ_CP009273.1	3987099	3987419	-	321	10	8	7	5
BW25113_RS19775	NZ_CP009273.1	3987882	3988085	+	204	19	18	15	12
BW25113_RS19780	NZ_CP009273.1	3988122	3988946	+	825	66	74	61	40
BW25113_RS19785	NZ_CP009273.1	3988943	3989650	+	708	60	48	45	29
BW25113_RS19790	NZ_CP009273.1	3989647	3990543	+	897	94	89	58	44
BW25113_RS19795	NZ_CP009273.1	3990543	3991259	+	717	51	57	43	35
BW25113_RS19800	NZ_CP009273.1	3991343	3993505	+	2163	121	128	102	83
BW25113_RS19805	NZ_CP009273.1	3993652	3994416	-	765	10	19	10	6
BW25113_RS26260	NZ_CP009273.1	3994578	3994634	+	57	3	8	6	4
BW25113_RS19815	NZ_CP009273.1	3994786	3995736	+	951	114	118	110	107
BW25113_RS19820	NZ_CP009273.1	3995779	3996159	-	381	5	5	5	4
BW25113_RS19825	NZ_CP009273.1	3996173	3996553	-	381	0	1	2	5
BW25113_RS19830	NZ_CP009273.1	3996648	3997538	-	891	16	14	12	8
BW25113_RS19835	NZ_CP009273.1	3997590	3998057	-	468	11	9	10	4
BW25113_RS19840	NZ_CP009273.1	3998222	3999091	+	870	25	24	18	23
BW25113_RS19845	NZ_CP009273.1	3999224	4001053	+	1830	52	45	38	45
BW25113_RS19850	NZ_CP009273.1	4001117	4001737	+	621	14	12	12	15
BW25113_RS19855	NZ_CP009273.1	4001799	4002419	-	621	10	7	11	10
BW25113_RS19860	NZ_CP009273.1	4002530	4003552	+	1023	33	31	42	25
BW25113_RS19865	NZ_CP009273.1	4003560	4004360	+	801	23	30	16	9
BW25113_RS19870	NZ_CP009273.1	4004436	4005335	+	900	13	12	10	8
BW25113_RS19875	NZ_CP009273.1	4005223	4006176	-	954	2	8	12	6
BW25113_RS19880	NZ_CP009273.1	4006413	4008674	+	2262	44	33	36	35
BW25113_RS19885	NZ_CP009273.1	4008714	4009529	-	816	11	14	13	15
BW25113_RS19890	NZ_CP009273.1	4009791	4010552	+	762	135	143	130	118
BW25113_RS19895	NZ_CP009273.1	4010693	4012120	+	1428	91	85	76	80
BW25113_RS19900	NZ_CP009273.1	4012215	4012970	+	756	101	118	79	69
BW25113_RS19905	NZ_CP009273.1	4012984	4013589	+	606	69	77	52	66
BW25113_RS19910	NZ_CP009273.1	4013586	4015226	+	1641	152	152	112	124
BW25113_RS19915	NZ_CP009273.1	4015305	4015574	+	270	37	46	54	30
BW25113_RS19920	NZ_CP009273.1	4015578	4016093	+	516	77	73	58	69
BW25113_RS19925	NZ_CP009273.1	4016096	4016872	+	777	65	59	45	42
BW25113_RS19930	NZ_CP009273.1	4016914	4017696	+	783	27	32	21	26
BW25113_RS19935	NZ_CP009273.1	4017693	4018181	-	489	10	16	11	9
BW25113_RS19940	NZ_CP009273.1	4018348	4019841	+	1494	144	150	97	96
BW25113_RS19945	NZ_CP009273.1	4019887	4020588	+	702	88	92	58	61
BW25113_RS19950	NZ_CP009273.1	4020969	4022132	-	1164	57	60	52	47
BW25113_RS19955	NZ_CP009273.1	4022142	4024331	-	2190	203	198	121	129
BW25113_RS19960	NZ_CP009273.1	4024521	4025852	+	1332	257	218	196	197
BW25113_RS19965	NZ_CP009273.1	4025852	4026466	+	615	38	60	39	50
BW25113_RS19970	NZ_CP009273.1	4026505	4027956	+	1452	73	62	48	63
BW25113_RS19975	NZ_CP009273.1	4027968	4028513	+	546	19	12	18	16
BW25113_RS19980	NZ_CP009273.1	4028891	4030432	+	1542	8311	8297	5994	5998
BW25113_RS19985	NZ_CP009273.1	4030501	4030577	+	77	0	1	0	0
BW25113_RS19990	NZ_CP009273.1	4030620	4030695	+	76	0	0	0	2
BW25113_RS19995	NZ_CP009273.1	4030879	4033783	+	2905	45782	44687	39459	38746
BW25113_RS20000	NZ_CP009273.1	4033879	4033994	+	116	54	42	27	30
BW25113_RS20005	NZ_CP009273.1	4034266	4034793	-	528	7	7	7	9
BW25113_RS20010	NZ_CP009273.1	4034775	4035359	-	585	4	13	8	8
BW25113_RS20015	NZ_CP009273.1	4035429	4035698	+	270	3	4	6	7
BW25113_RS20020	NZ_CP009273.1	4035775	4036761	+	987	61	61	65	78
BW25113_RS20025	NZ_CP009273.1	4036778	4037404	+	627	46	40	38	46
BW25113_RS20030	NZ_CP009273.1	4037559	4038989	+	1431	23	19	22	16
BW25113_RS20035	NZ_CP009273.1	4039030	4039962	-	933	12	14	17	8
BW25113_RS20045	NZ_CP009273.1	4040326	4043112	+	2787	113	138	132	113
BW25113_RS20050	NZ_CP009273.1	4043493	4044125	-	633	33	41	26	39
BW25113_RS20055	NZ_CP009273.1	4044707	4045216	+	510	22	13	16	20
BW25113_RS20060	NZ_CP009273.1	4045405	4046778	+	1374	52	54	42	43
BW25113_RS20065	NZ_CP009273.1	4047007	4047117	-	111	6	7	2	5
BW25113_RS20070	NZ_CP009273.1	4047229	4048638	-	1410	25	24	31	30
BW25113_RS20075	NZ_CP009273.1	4048650	4049699	-	1050	27	19	17	24
BW25113_RS20080	NZ_CP009273.1	4049985	4051394	-	1410	158	129	183	156
BW25113_RS20090	NZ_CP009273.1	4051767	4053590	+	1824	243	221	255	205
BW25113_RS20095	NZ_CP009273.1	4053807	4054517	+	711	13	9	7	7
BW25113_RS20100	NZ_CP009273.1	4054525	4055505	+	981	13	20	3	16
BW25113_RS20105	NZ_CP009273.1	4055607	4056872	+	1266	18	19	14	15
BW25113_RS20110	NZ_CP009273.1	4056963	4057655	-	693	4	4	5	1
BW25113_RS20115	NZ_CP009273.1	4057723	4059126	-	1404	17	20	13	9
BW25113_RS20120	NZ_CP009273.1	4059169	4060554	-	1386	14	16	19	11
BW25113_RS20125	NZ_CP009273.1	4060600	4062636	-	2037	22	27	16	17
BW25113_RS20130	NZ_CP009273.1	4062835	4063737	-	903	4	10	2	8
BW25113_RS20135	NZ_CP009273.1	4063875	4065116	-	1242	10	20	9	14
BW25113_RS20140	NZ_CP009273.1	4065133	4066011	-	879	10	13	8	9
BW25113_RS20145	NZ_CP009273.1	4066035	4066931	-	897	11	7	6	12
BW25113_RS20150	NZ_CP009273.1	4067099	4067995	+	897	9	10	13	8
BW25113_RS20155	NZ_CP009273.1	4068029	4068814	+	786	19	35	16	18
BW25113_RS20160	NZ_CP009273.1	4068913	4069512	+	600	29	40	20	31
BW25113_RS20165	NZ_CP009273.1	4069506	4070378	+	873	35	33	26	20
BW25113_RS20170	NZ_CP009273.1	4070375	4070812	+	438	33	40	23	23
BW25113_RS20175	NZ_CP009273.1	4070857	4071798	+	942	61	67	56	50
BW25113_RS20180	NZ_CP009273.1	4072651	4072869	+	219	5	5	5	2
BW25113_RS20185	NZ_CP009273.1	4073087	4073329	+	243	9	6	3	4
BW25113_RS20195	NZ_CP009273.1	4073659	4074588	-	930	139	121	112	88
BW25113_RS20200	NZ_CP009273.1	4074585	4075220	-	636	175	169	142	109
BW25113_RS20205	NZ_CP009273.1	4075217	4076119	-	903	380	387	260	260
BW25113_RS20210	NZ_CP009273.1	4076132	4079182	-	3051	1743	1653	1413	1389
BW25113_RS20220	NZ_CP009273.1	4079376	4080209	+	834	18	26	18	15
BW25113_RS20225	NZ_CP009273.1	4080362	4081417	+	1056	10	7	9	10
BW25113_RS20230	NZ_CP009273.1	4081467	4083215	-	1749	14	16	15	19
BW25113_RS20235	NZ_CP009273.1	4083215	4084285	-	1071	11	16	8	12
BW25113_RS20240	NZ_CP009273.1	4084275	4085726	-	1452	18	13	14	13
BW25113_RS20245	NZ_CP009273.1	4085737	4086183	-	447	4	6	2	3
BW25113_RS20250	NZ_CP009273.1	4086484	4086798	-	315	6	6	0	6
BW25113_RS20265	NZ_CP009273.1	4087664	4088500	+	837	9	8	5	10
BW25113_RS20270	NZ_CP009273.1	4088574	4089422	+	849	8	6	7	4
BW25113_RS20275	NZ_CP009273.1	4089419	4090453	-	1035	9	12	6	9
BW25113_RS20280	NZ_CP009273.1	4090738	4091358	+	621	114	117	71	80
BW25113_RS20290	NZ_CP009273.1	4091618	4092601	+	984	11	14	9	11
BW25113_RS20295	NZ_CP009273.1	4092750	4093424	+	675	21	23	21	20
BW25113_RS20300	NZ_CP009273.1	4093530	4094903	-	1374	79	73	75	81
BW25113_RS20305	NZ_CP009273.1	4094900	4095598	-	699	44	42	61	68
BW25113_RS20310	NZ_CP009273.1	4095748	4096248	+	501	198	208	144	134
BW25113_RS20315	NZ_CP009273.1	4096397	4097299	+	903	43	28	28	37
BW25113_RS20320	NZ_CP009273.1	4097480	4098442	+	963	216	212	204	184
BW25113_RS20325	NZ_CP009273.1	4098762	4099751	+	990	21	22	25	21
BW25113_RS20330	NZ_CP009273.1	4099858	4100613	+	756	11	6	9	10
BW25113_RS20335	NZ_CP009273.1	4100668	4101435	-	768	147	165	122	144
BW25113_RS20340	NZ_CP009273.1	4101543	4102142	-	600	14	11	8	8
BW25113_RS20345	NZ_CP009273.1	4102243	4102683	+	441	7	9	2	5
BW25113_RS20350	NZ_CP009273.1	4102895	4103194	+	300	16	17	8	13
BW25113_RS20355	NZ_CP009273.1	4103221	4103649	+	429	28	23	13	18
BW25113_RS20360	NZ_CP009273.1	4103654	4104400	-	747	31	35	27	27
BW25113_RS20365	NZ_CP009273.1	4104497	4105507	-	1011	116	140	48	43
BW25113_RS20370	NZ_CP009273.1	4105642	4107150	-	1509	800	797	268	239
BW25113_RS20375	NZ_CP009273.1	4107173	4108018	-	846	200	188	62	80
BW25113_RS20380	NZ_CP009273.1	4108443	4108688	+	246	61	55	42	38
BW25113_RS20385	NZ_CP009273.1	4108773	4109258	-	486	29	36	49	47
BW25113_RS20390	NZ_CP009273.1	4109351	4110277	-	927	27	24	42	34
BW25113_RS20395	NZ_CP009273.1	4110344	4111675	-	1332	219	200	548	519
BW25113_RS20400	NZ_CP009273.1	4111685	4112215	-	531	68	80	164	185
BW25113_RS20405	NZ_CP009273.1	4112308	4113267	-	960	58	46	35	41
BW25113_RS20410	NZ_CP009273.1	4113359	4114384	-	1026	55	58	31	51
BW25113_RS20415	NZ_CP009273.1	4114540	4116738	-	2199	51	51	40	49
BW25113_RS20420	NZ_CP009273.1	4116941	4117153	+	213	128	108	83	74
BW25113_RS20425	NZ_CP009273.1	4117214	4117822	-	609	18	8	13	10
BW25113_RS20430	NZ_CP009273.1	4118006	4118323	-	318	21	20	19	18
BW25113_RS20435	NZ_CP009273.1	4118600	4119760	+	1161	29	24	17	20
BW25113_RS20440	NZ_CP009273.1	4119763	4122195	+	2433	57	53	43	57
BW25113_RS26435	NZ_CP009273.1	4122334	4122468	-	135	1	1	0	2
BW25113_RS20450	NZ_CP009273.1	4122544	4123434	+	891	10	14	12	10
BW25113_RS20455	NZ_CP009273.1	4123763	4125943	+	2181	1039	1042	1272	1181
BW25113_RS20460	NZ_CP009273.1	4126036	4126941	+	906	19	31	30	28
BW25113_RS20465	NZ_CP009273.1	4126968	4127585	-	618	5	8	8	7
BW25113_RS20475	NZ_CP009273.1	4127860	4128963	-	1104	52	56	42	32
BW25113_RS20480	NZ_CP009273.1	4128974	4129636	-	663	21	22	13	13
BW25113_RS20485	NZ_CP009273.1	4129648	4132149	-	2502	34	29	24	29
BW25113_RS20490	NZ_CP009273.1	4132458	4133537	+	1080	13	13	11	9
BW25113_RS20495	NZ_CP009273.1	4133552	4133872	+	321	4	3	0	2
BW25113_RS20500	NZ_CP009273.1	4133923	4136220	+	2298	23	19	20	20
BW25113_RS20505	NZ_CP009273.1	4136186	4137064	+	879	7	13	5	8
BW25113_RS20510	NZ_CP009273.1	4137066	4137407	+	342	2	2	2	1
BW25113_RS20515	NZ_CP009273.1	4137394	4138245	-	852	15	15	6	10
BW25113_RS20520	NZ_CP009273.1	4138460	4140193	-	1734	34	28	40	33
BW25113_RS20525	NZ_CP009273.1	4140375	4143026	-	2652	212	214	183	210
BW25113_RS20535	NZ_CP009273.1	4143624	4144775	-	1152	43	52	46	42
BW25113_RS20540	NZ_CP009273.1	4144929	4145933	+	1005	36	23	35	28
BW25113_RS20545	NZ_CP009273.1	4145941	4146717	+	777	27	33	28	31
BW25113_RS20550	NZ_CP009273.1	4146778	4148151	+	1374	31	32	35	32
BW25113_RS20555	NZ_CP009273.1	4148418	4149335	+	918	89	74	90	80
BW25113_RS20560	NZ_CP009273.1	4149318	4150718	-	1401	196	176	124	111
BW25113_RS20565	NZ_CP009273.1	4151049	4151699	+	651	64	69	60	44
BW25113_RS20570	NZ_CP009273.1	4151699	4152058	+	360	38	41	20	25
BW25113_RS20575	NZ_CP009273.1	4152098	4153198	-	1101	56	51	48	43
BW25113_RS20580	NZ_CP009273.1	4153567	4155411	+	1845	161	121	131	101
BW25113_RS20585	NZ_CP009273.1	4155356	4156213	+	858	36	39	22	14
BW25113_RS20590	NZ_CP009273.1	4156587	4158128	+	1542	140	154	114	116
BW25113_RS20595	NZ_CP009273.1	4158300	4158375	+	76	10	7	3	5
BW25113_RS20600	NZ_CP009273.1	4158569	4161472	+	2904	1203	1133	1133	1170
BW25113_RS20605	NZ_CP009273.1	4161567	4161682	+	116	3	3	4	4
BW25113_RS20610	NZ_CP009273.1	4161985	4163013	+	1029	49	45	32	29
BW25113_RS20615	NZ_CP009273.1	4163010	4163975	+	966	40	44	24	28
BW25113_RS20620	NZ_CP009273.1	4164004	4164954	-	951	22	20	33	18
BW25113_RS20630	NZ_CP009273.1	4165316	4165391	+	76	7	11	5	3
BW25113_RS20635	NZ_CP009273.1	4165400	4165484	+	85	78	64	29	29
BW25113_RS20640	NZ_CP009273.1	4165601	4165675	+	75	21	19	11	9
BW25113_RS20645	NZ_CP009273.1	4165682	4165757	+	76	77	101	54	54
BW25113_RS20650	NZ_CP009273.1	4165872	4167056	+	1185	859	859	673	599
BW25113_RS20655	NZ_CP009273.1	4167286	4167669	+	384	102	90	100	75
BW25113_RS20660	NZ_CP009273.1	4167671	4168216	+	546	103	101	119	95
BW25113_RS20665	NZ_CP009273.1	4168375	4168803	+	429	690	680	683	713
BW25113_RS20670	NZ_CP009273.1	4168807	4169511	+	705	1317	1326	1443	1376
BW25113_RS20675	NZ_CP009273.1	4169924	4170421	+	498	1194	1315	1219	1243
BW25113_RS20680	NZ_CP009273.1	4170488	4170853	+	366	579	563	561	572
BW25113_RS20685	NZ_CP009273.1	4171173	4175201	+	4029	1601	1743	2097	2043
BW25113_RS20690	NZ_CP009273.1	4175278	4179501	+	4224	1247	1249	1795	1746
BW25113_RS20695	NZ_CP009273.1	4179714	4180253	+	540	14	11	17	9
BW25113_RS20700	NZ_CP009273.1	4180663	4181796	-	1134	11	13	13	11
BW25113_RS20705	NZ_CP009273.1	4181793	4182563	-	771	11	7	7	7
BW25113_RS20710	NZ_CP009273.1	4182565	4182765	-	201	1	4	0	2
BW25113_RS20715	NZ_CP009273.1	4182749	4183504	-	756	7	8	7	9
BW25113_RS20720	NZ_CP009273.1	4183497	4184132	-	636	10	8	6	5
BW25113_RS20725	NZ_CP009273.1	4184132	4186027	-	1896	31	29	32	43
BW25113_RS20730	NZ_CP009273.1	4186260	4186736	-	477	14	13	31	20
BW25113_RS20735	NZ_CP009273.1	4186831	4187604	+	774	16	14	8	15
BW25113_RS20740	NZ_CP009273.1	4187644	4188708	+	1065	56	53	35	33
BW25113_RS20745	NZ_CP009273.1	4188718	4189389	+	672	32	21	16	23
BW25113_RS20750	NZ_CP009273.1	4189432	4190022	+	591	30	29	31	20
BW25113_RS20755	NZ_CP009273.1	4190209	4190481	+	273	135	173	129	151
BW25113_RS20760	NZ_CP009273.1	4190494	4191189	+	696	19	21	12	24
BW25113_RS20765	NZ_CP009273.1	4191191	4191616	-	426	11	1	7	9
BW25113_RS20770	NZ_CP009273.1	4191854	4193251	+	1398	33	42	25	22
BW25113_RS20775	NZ_CP009273.1	4193248	4194573	+	1326	42	45	23	13
BW25113_RS20780	NZ_CP009273.1	4194570	4195859	-	1290	50	40	20	20
BW25113_RS20785	NZ_CP009273.1	4195871	4197460	-	1590	56	57	25	26
